"","label","latitude","longitude"
"10944","CHSAT",46.22,6.03
"10945","CHSAV",46.55,6.73
"10946","CHSBB",47.17,8.93
"10947","CHSBC",47.53,7.48
"10948","CHSBE",47.07,7.33
"10949","CHSBG",46.78,7.63
"10950","CHSBH",46.92,7.73
"10951","CHSBI",47.2,7.6
"10952","CHSBL",47.02,7.48
"10953","CHSBN",47.18,8.9
"10954","CHSC9",46.97,9.68
"10955","CHSCD",47.45,8.13
"10956","CHSCG",47.63,9.2
"10957","CHSCK",47.22,8.93
"10958","CHSCM",46.87,7.25
"10959","CHSCR",47.4,9.45
"10960","CHSCU",46.8,10.3
"10961","CHSCW",47.37,9.25
"10962","CHSCX",46.82,6.5
"10963","CHSCY",46.72,6.6
"10964","CHSDL",47.53,8.45
"10965","CHSDN",47,9.08
"10966","CHSDR",47.12,7.3
"10967","CHSEC",46.47,6.88
"10968","CHSEE",47.33,8.77
"10969","CHSEF",46.78,7.53
"10970","CHSEM",46.58,6.93
"10971","CHSEN",47.17,8.13
"10972","CHSEO",47.35,8.15
"10973","CHSFA",47.23,8.72
"10974","CHSFE",46.12,7.92
"10975","CHSFL",47.3,8.05
"10976","CHSFM",47.38,8.13
"10977","CHSFN",47.03,7.38
"10978","CHSFR",47.15,7.32
"10979","CHSGB",47.27,7.92
"10980","CHSGG",47.37,9.45
"10981","CHSGI",47.17,8.7
"10982","CHSGL",47.25,7
"10983","CHSGN",47.05,6.82
"10984","CHSGO",46.08,8.92
"10985","CHSGT",47.52,9.18
"10986","CHSGZ",47.33,8.22
"10987","CHSHB",47.32,9.23
"10988","CHSHG",47.2,8.57
"10989","CHSHH",47.03,8.13
"10990","CHSHT",47.65,8.7
"10991","CHSHZ",47.17,7.98
"10992","CHSID",47.5,9.25
"10993","CHSIE",47.62,9.15
"10994","CHSIM",47.15,7
"10995","CHSIN",47.2,8.38
"10996","CHSIR",46.25,7.35
"10997","CHSIS",47.55,8
"10998","CHSIY",46.38,6.2
"10999","CHSLI",47.67,8.75
"11000","CHSLN",46.12,7.02
"11001","CHSLS",46.63,6.97
"11002","CHSLZ",47.2,7.43
"11003","CHSMA",46.22,6.98
"11004","CHSMB",46.07,7.15
"11005","CHSMI",46.6,10.42
"11006","CHSMK",47.23,8.93
"11007","CHSMM",47.57,9.28
"11008","CHSMS",47.05,8.42
"11009","CHSMV",46.5,9.83
"11010","CHSMW",47.03,7.75
"11011","CHSNB",47.43,8.17
"11012","CHSND",47.27,9.5
"11013","CHSNE",47.05,8.62
"11014","CHSNG",47.18,8.63
"11015","CHSNH",47.47,9
"11016","CHSNO",46.15,8.97
"11017","CHSNS",47.15,9.05
"11018","CHSNT",46.82,10.33
"11019","CHSNU",46.83,7.85
"11020","CHSOE",46.5,72.17
"11021","CHSOH",47.53,7.48
"11022","CHSOK",47.38,7.97
"11023","CHSOL",47.18,7.5
"11024","CHSOM",46.28,8.67
"11025","CHSOO",47.22,7.53
"11026","CHSOR",46.68,7.05
"11027","CHSOY",47.4,7.37
"11028","CHSOZ",46.83,7.12
"11029","CHSPA",47.13,8.2
"11030","CHSPB",47.42,8.37
"11031","CHSPF",46.95,8.02
"11032","CHSPR",46.48,6.47
"11033","CHSPS",47.1,8.18
"11034","CHSPY",46.37,7.05
"11035","CHSPZ",46.68,7.68
"11036","CHSRR",46.3,7.53
"11037","CHSRU",47.18,8.58
"11038","CHSRZ",47.45,8.18
"11039","CHSSC",46.75,10.07
"11040","CHSSH",47.47,7.78
"11041","CHSSS",47.55,7.98
"11042","CHSST",47.2,8.68
"11043","CHSSV",46.52,6.57
"11044","CHSTA",46.97,8.33
"11045","CHSTB",46.55,7.77
"11046","CHSTC",47.67,8.98
"11047","CHSTE",47.5,9.45
"11048","CHSTF",47.38,8.95
"11049","CHSTG",47.35,8.93
"11050","CHSTI",47.2,8.47
"11051","CHSTK",47.52,8.82
"11052","CHSTL",46.95,7.53
"11053","CHSTN",47.53,7.95
"11054","CHSTO",46.98,8.67
"11055","CHSTT",47.4,8.3
"11056","CHSTU",47.1,7.3
"11057","CHSUG",46.97,7.1
"11058","CHSUN",47.37,7.15
"11059","CHSUR",47.17,8.08
"11060","CHSUT",47.1,7.22
"11061","CHSUZ",47.53,8.72
"11062","CHSVA",46.02,8.93
"11063","CHSVD",46.6,6.57
"11064","CHSVG",46.6,9.6
"11065","CHSVI",46.23,9.12
"11066","CHSVO",45.85,9.03
"11067","CHSVP",46.45,9.78
"11068","CHSVS",46.25,7.35
"11069","CHSVX",46.92,7.02
"11070","CHSVZ",46.83,6.87
"11071","CHSWB",47.37,8.65
"11072","CHSWD",47.37,8
"11073","CHSWE",47.43,7.67
"11074","CHSWH",47.43,9.07
"11075","CHSWN",47.03,8.62
"11076","CHSXN",46.15,7.18
"11077","CHSZ9",47.38,8
"11078","CHSZB",46.83,7.33
"11079","CHSZS",47.2,7.18
"11080","CHTAF",46.8,7.22
"11081","CHTAN",47.1,7.15
"11082","CHTAR",47.38,9.38
"11083","CHTBH",47.07,9.47
"11084","CHTBN",47.48,9.02
"11085","CHTBS",47.35,7.9
"11086","CHTEH",47.53,9.2
"11087","CHTEU",47.33,8.12
"11088","CHTGB",47.67,8.75
"11089","CHTGC",47.5,9.02
"11090","CHTGF",47.57,8.28
"11091","CHTGI",47.48,8.25
"11092","CHTGN",46.47,6.32
"11093","CHTGO",46.38,8.88
"11094","CHTGS",47.65,8.85
"11095","CHTHD",47.53,8.97
"11096","CHTHI",47.43,8.1
"11097","CHTHL",47.47,9.55
"11098","CHTHR",47.45,7.83
"11099","CHTHS",46.68,9.43
"11100","CHTHU",46.75,7.62
"11101","CHTHW",47.5,7.55
"11102","CHTHZ",46.5,6.47
"11103","CHTIC",46.48,8.95
"11104","CHTIL",46.3,8.97
"11105","CHTM2",47.22,7.1
"11106","CHTMN",46.33,8.02
"11107","CHTNG",47.23,8.08
"11108","CHTNK",47.43,7.82
"11109","CHTNX",46.18,6.17
"11110","CHTOB",47.52,9.03
"11111","CHTOF",46.85,7.48
"11112","CHTON",46.32,6.87
"11113","CHTRA",46.93,6.68
"11114","CHTRE",46.73,7.13
"11115","CHTRG",47.17,7.73
"11116","CHTRI",46.82,9.35
"11117","CHTRS",46.9,9.57
"11118","CHTRT",46.22,6.92
"11119","CHTRX",46.42,6.2
"11120","CHTSA",46.92,7.85
"11121","CHTSC",46.82,9.6
"11122","CHTSD",47.67,8.42
"11123","CHTTG",47.67,9.05
"11124","CHTTK",47.88,-9.32
"11125","CHTTL",46.77,7.2
"11126","CHTTR",46.62,7.07
"11127","CHTUB",47.48,9.45
"11128","CHTUG",47.2,8.93
"11129","CHTUM",46.3,7.7
"11130","CHTUR",47.43,8.83
"11131","CHTVR",46.07,8.93
"11132","CHTVS",47.22,7.2
"11133","CHTWG",47.43,8.68
"11134","CHTZE",47.13,7.55
"11135","CHUDL",47.1,8.4
"11136","CHUEN",47.48,8.05
"11137","CHUER",47.23,8.75
"11138","CHUGA",47.5,8.25
"11139","CHUGE",47.42,8.43
"11140","CHUGN",47.58,8.83
"11141","CHUKN",47.37,8.45
"11142","CHUKS",47.27,8.67
"11143","CHUNB",46.73,8.12
"11144","CHUNH",47.13,7.77
"11145","CHURD",47.38,8.42
"11146","CHURH",47.63,8.8
"11147","CHURN",47.32,9.28
"11148","CHURS",46.78,7.22
"11149","CHUSF",46.87,8.65
"11150","CHUSR",47.33,8.7
"11151","CHUSY",46.63,6.83
"11152","CHUTB",47.05,8.78
"11153","CHUTF",46.77,7.57
"11154","CHUTK",47.32,8.12
"11155","CHUTR",47.13,8.57
"11156","CHUTS",46.68,7.83
"11157","CHUTT",47.58,9.33
"11158","CHUZN",47.22,8.97
"11159","CHVA5",46.62,9.18
"11160","CHVAD",46.62,6.62
"11161","CHVAU",46.87,6.75
"11162","CHVCC",46.63,6.6
"11163","CHVDO",46.22,6.2
"11164","CHVDR",47.08,6.97
"11165","CHVER",46.1,7.22
"11166","CHVEZ",46.02,8.93
"11167","CHVG3",46.02,6.9
"11168","CHVGO",46.22,8.85
"11169","CHVHS",46.62,6.77
"11170","CHVI2",47.07,6.97
"11171","CHVIL",46.3,7.05
"11172","CHVIT",47.17,7.02
"11173","CHVIX",47.23,7.22
"11174","CHVKI",47.37,8.68
"11175","CHVLA",47.03,6.93
"11176","CHVLE",46.4,6.93
"11177","CHVLG",47.52,8.22
"11178","CHVLL",46.62,6.78
"11179","CHVLM",46.93,7.03
"11180","CHVLT",47.02,9.45
"11181","CHVLV",46.57,6.53
"11182","CHVME",46.1,7.08
"11183","CHVMG",47.35,8.25
"11184","CHVNR",46.22,6.08
"11185","CHVNZ",46.3,6.9
"11186","CHVOO",46.72,6.72
"11187","CHVPD",46.5,6.67
"11188","CHVRM",47.28,7.9
"11189","CHVS5",46.72,6.97
"11190","CHVSC",46.57,6.55
"11191","CHVSG",46.8,7.12
"11192","CHVSN",46.7,6.98
"11193","CHVSO",46.22,7.58
"11194","CHVSX",46.28,6.17
"11195","CHVSY",46.17,6.17
"11196","CHVSZ",46.23,6.2
"11197","CHVTH",46.3,7.53
"11198","CHVTP",46.45,6.87
"11199","CHVTW",47.58,8.87
"11200","CHVTZ",46.22,7.27
"11201","CHVUD",46.62,7.02
"11202","CHVUI",46.8,6.55
"11203","CHVUS",46.57,6.48
"11204","CHVVD",46.47,6.33
"11205","CHVVS",46.12,7.13
"11206","CHVZL",46.45,6.28
"11207","CHVZU",47.02,8.48
"11208","CHWA5",47.03,7.78
"11209","CHWAB",47.42,8.65
"11210","CHWAD",47.35,9.28
"11211","CHWAI",47.33,8.62
"11212","CHWAL",47.33,8.3
"11213","CHWAN",47.23,8.88
"11214","CHWAS",46.7,8.58
"11215","CHWAT",47.3,9.08
"11216","CHWBA",47.25,7.65
"11217","CHWBG",47.45,8.68
"11218","CHWBN",46.97,7.47
"11219","CHWBR",46.93,7.48
"11220","CHWBW",47.18,8.73
"11221","CHWCW",47.1,8.52
"11222","CHWDB",47.17,9.47
"11223","CHWDG",47.52,8.78
"11224","CHWDI",47.63,9.08
"11225","CHWDW",47.23,8.67
"11226","CHWEG",47.42,8.43
"11227","CHWEI",47.53,7.67
"11228","CHWEL",47.28,7.53
"11229","CHWES",47.13,9.1
"11230","CHWFL",47.57,9.1
"11231","CHWFW",47.27,7.78
"11232","CHWGA",47.23,7.65
"11233","CHWGG",47.37,8.33
"11234","CHWGI",47.5,8.95
"11235","CHWGS",47.03,8.43
"11236","CHWGT",47.6,9.03
"11237","CHWHD",47.45,9.55
"11238","CHWHN",47.05,8.07
"11239","CHWHS",47.2,9.35
"11240","CHWID",47.37,8.37
"11241","CHWIL",47.45,9.03
"11242","CHWIT",47.48,7.52
"11243","CHWKN",46.95,7.62
"11244","CHWKO",47.27,7.97
"11245","CHWLA",47.42,8.83
"11246","CHWLB",47.38,7.75
"11247","CHWLD",47.28,8.92
"11248","CHWLF",46.87,7.27
"11249","CHWLG",47.53,8.27
"11250","CHWLL",47.57,7.9
"11251","CHWLN",47.42,8.58
"11252","CHWLO",47.45,8.37
"11253","CHWLR",47.15,7.55
"11254","CHWLS",47.12,9.32
"11255","CHWLU",47.2,8.7
"11256","CHWLZ",47.45,9.6
"11257","CHWMM",46.68,7.63
"11258","CHWNG",46.6,7.92
"11259","CHWNS",47.03,9.43
"11260","CHWNU",47.42,9.63
"11261","CHWOR",47.1,7.28
"11262","CHWQL",47.57,8.15
"11263","CHWRB",46.93,7.57
"11264","CHWSB",47.32,9.43
"11265","CHWSC",47.08,7.82
"11266","CHWSG",47.3,8.92
"11267","CHWSI",47.33,8.48
"11268","CHWSK",47.58,8.48
"11269","CHWSN",47.43,8.75
"11270","CHWSO",47.35,7.87
"11271","CHWSU",47.12,7.98
"11272","CHWTB",47.47,9.38
"11273","CHWTL",47.62,8.78
"11274","CHWTW",46.77,7.5
"11275","CHWWI",46.67,7.85
"11276","CHWWL",47.18,8.02
"11277","CHWYG",47.1,7.67
"11278","CHWYU",47.25,7.8
"11279","CHWZA",47.37,7.93
"11280","CHWZK",47.32,8.78
"11281","CHX6Z",46.22,6.22
"11282","CHXRE",47.27,8.48
"11283","CHXUU",47.15,8.38
"11284","CHXZX",47.02,8.65
"11285","CHYFL",47.48,7.5
"11286","CHYLB",46.78,6.63
"11287","CHYNS",46.52,6.42
"11288","CHYVD",46.8,6.75
"11289","CHYVR",46.33,6.97
"11290","CHZ5R",47.45,8.78
"11291","CHZAZ",46.9,7.65
"11292","CHZBK",46.97,7.75
"11293","CHZCH",47.67,8.63
"11294","CHZDD",47.5,9.42
"11295","CHZEG",47.3,8.68
"11296","CHZEI",47.47,8.08
"11297","CHZEL",47.45,8.82
"11298","CHZER",46.02,7.75
"11299","CHZET",47.52,8.58
"11300","CHZFN",47.35,8.37
"11301","CHZGB",47.12,9.05
"11302","CHZGN",47.53,7.87
"11303","CHZHC",47.68,8.63
"11304","CHZHH",47.42,9.25
"11305","CHZHW",47.55,8.43
"11306","CHZIM",46.55,7.35
"11307","CHZIN",46.13,7.63
"11308","CHZIZ",46.93,9.57
"11309","CHZJW",47.23,8.83
"11310","CHZKN",47.33,8.62
"11311","CHZLK",47,7.45
"11312","CHZLL",47.28,7.93
"11313","CHZOL",47.33,8.58
"11314","CHZPN",47.52,8.63
"11315","CHZRD",46.87,7.47
"11316","CHZSD",47.52,9.27
"11317","CHZSF",47.47,8.75
"11318","CHZSG",47.38,8.92
"11319","CHZT3",46.6,9.95
"11320","CHZUL",47.47,9.12
"11321","CHZUR",47.63,8.78
"11322","CHZWG",47.43,7.53
"11323","CHZWK",47.28,8.42
"11324","CHZWL",47.2,7.55
"11325","CHZWN",47.27,8.82
"11326","CHZZG",47.43,7.8
"11327","CHZZH",47.6,8.3
"11328","CHZZL",47.13,7.92
"205","CIABJ",5.33,-4.02
"204","CISPY",5.33,-4.02
"206","CKMOI",-21.18,-159.77
"212","CL888",-28.95,-70.88
"208","CLANF",-28.95,-70.88
"221","CLARI",-28.95,-70.88
"209","CLCAL",-28.95,-70.88
"220","CLCCP",-28.95,-70.88
"213","CLCNL",-28.95,-70.88
"217","CLCQQ",-28.95,-70.88
"222","CLIQQ",-28.95,-70.88
"215","CLLQN",-28.95,-70.88
"210","CLMJS",-28.95,-70.88
"223","CLPEO",-28.95,-70.88
"224","CLPMC",-28.95,-70.88
"219","CLPUQ",-28.95,-70.88
"211","CLQTV",-28.95,-70.88
"218","CLSAI",-28.95,-70.88
"214","CLSVE",-28.95,-70.88
"207","CLTOQ",-28.95,-70.88
"216","CLVAP",-28.95,-70.88
"226","CMDLA",4.93,13.3
"225","CMKBI",4.93,13.3
"241","CN002",47.87,88.12
"265","CN007",47.87,88.12
"234","CN009",47.87,88.12
"260","CN010",47.87,88.12
"233","CN013",47.87,88.12
"264","CN014",47.87,88.12
"258","CN888",47.87,88.12
"256","CNBHY",47.87,88.12
"239","CNBSP",47.87,88.12
"252","CNCAN",47.87,88.12
"250","CNCJG",47.87,88.12
"247","CNCKG",47.87,88.12
"232","CNDLC",47.87,88.12
"254","CNFOC",47.87,88.12
"237","CNHUA",47.87,88.12
"249","CNHUI",47.87,88.12
"261","CNJIA",47.87,88.12
"227","CNJIU",47.87,88.12
"262","CNLYG",47.87,88.12
"243","CNNBO",47.87,88.12
"268","CNNKG",47.87,88.12
"242","CNNSA",47.87,88.12
"246","CNNTG",47.87,88.12
"231","CNPEK",47.87,88.12
"245","CNQHA",47.87,88.12
"240","CNQZJ",47.87,88.12
"251","CNROQ",47.87,88.12
"269","CNRZH",47.87,88.12
"255","CNSHA",47.87,88.12
"253","CNSJQ",47.87,88.12
"230","CNSWA",47.87,88.12
"257","CNSZP",47.87,88.12
"270","CNTAO",47.87,88.12
"266","CNTSN",47.87,88.12
"267","CNWHI",47.87,88.12
"244","CNWUH",47.87,88.12
"228","CNXMN",47.87,88.12
"259","CNXNA",47.87,88.12
"238","CNYNT",47.87,88.12
"248","CNYTN",47.87,88.12
"229","CNYZH",47.87,88.12
"263","CNZHA",47.87,88.12
"235","CNZJG",47.87,88.12
"236","CNZOS",47.87,88.12
"274","CO888",3.7,-73.23
"275","COBAQ",3.7,-73.23
"280","COBUN",3.7,-73.23
"279","COCTG",3.7,-73.23
"276","COPBO",3.7,-73.23
"272","COPCR",3.7,-73.23
"273","CORCH",3.7,-73.23
"277","COSMR",3.7,-73.23
"281","COSPC",3.7,-73.23
"278","COTLU",3.7,-73.23
"271","COTRB",3.7,-73.23
"282","CR888",10.12,-85.02
"283","CRCAL",10.12,-85.02
"284","CRLIO",10.12,-85.02
"285","CRMOB",10.12,-85.02
"287","CRPAS",10.12,-85.02
"286","CRPMN",10.12,-85.02
"288","CU888",20.83,-75.85
"290","CUBAN",20.83,-75.85
"295","CUCFG",20.83,-75.85
"289","CUHAV",20.83,-75.85
"292","CUMAR",20.83,-75.85
"294","CUMZO",20.83,-75.85
"293","CUQMA",20.83,-75.85
"291","CUSCU",20.83,-75.85
"298","CV888",15.13,-23.53
"296","CVMIN",15.13,-23.53
"297","CVRAI",15.13,-23.53
"299","CW888",12.17,-69
"300","CYDHK",34.6,32.95
"302","CYFMG",34.6,32.95
"305","CYKYR",34.6,32.95
"301","CYLCA",34.6,32.95
"303","CYLMS",34.6,32.95
"306","CYVAS",34.6,32.95
"304","CYZYY",34.6,32.95
"312","CZ888",50.73,15.43
"307","CZDCB",50.73,15.43
"310","CZLIN",50.73,15.43
"308","CZLVC",50.73,15.43
"309","CZMEL",50.73,15.43
"313","CZMRN",50.73,15.43
"311","CZPRG",50.73,15.43
"314","CZXXX",50.73,15.43
"14802","DE222",50.57,7.92
"14803","DE223",54.25,13.18
"14804","DE225",51.52,12.07
"14805","DE226",51.97,12.38
"14806","DE229",50.52,8.4
"14807","DE22B",47.8,7.85
"14808","DE22E",52.55,10.18
"14809","DE232",50.8,12.22
"14810","DE233",51.73,10.62
"14811","DE234",51.63,11.4
"14812","DE235",49.2,9.78
"14813","DE236",53.05,12.83
"14814","DE237",51.58,11.23
"14815","DE238",51.02,13.57
"14816","DE239",50.73,11.92
"14817","DE23A",50.9,10.63
"14818","DE23B",49.83,7.35
"14819","DE243",50.87,12.7
"14820","DE244",50.95,13.22
"14821","DE245",50.08,7.52
"14822","DE246",51.3,11.25
"14823","DE247",51.17,11.52
"14824","DE248",49.87,7.75
"14825","DE249",49.82,7.5
"14826","DE24B",49.1,7.93
"14827","DE252",54.63,9.75
"14828","DE25B",49.85,6.37
"14829","DE26B",51.83,13.38
"14830","DE26S",51.95,8.62
"14831","DE26T",53.5,10
"14832","DE27B",51.02,10.4
"14833","DE28B",52.58,14.05
"14834","DE29B",53.35,12.58
"14835","DE2AA",48.1,9.62
"14836","DE2AB",51.4,11.38
"14837","DE2AD",53.97,12.32
"14838","DE2AE",53.95,11.75
"14839","DE2AF",52.53,14.52
"14840","DE2AG",50.52,7
"14841","DE2AH",49.83,9.4
"14842","DE2AI",52.25,11.25
"14843","DE2AJ",48.58,9.22
"14844","DE2AK",50.7,10.53
"14845","DE2AL",48.92,10.93
"14846","DE2AM",49.98,7.27
"14847","DE2AN",49.95,6.92
"14848","DE2AO",53.7,13.83
"14849","DE2AP",50.73,11.32
"14850","DE2AQ",51.98,10.93
"14851","DE2AR",52.35,11.73
"14852","DE2AS",47.98,12.57
"14853","DE2AT",49.93,8.03
"14854","DE2AV",53.97,9.85
"14855","DE2AW",51.73,13.17
"14856","DE2AX",51.53,13.13
"14857","DE2AY",49.6,7.58
"14858","DE2AZ",48.53,10.2
"14859","DE2B2",51.95,13.1
"14860","DE2B3",50.82,11.97
"14861","DE2B4",50.55,12.7
"14862","DE2B5",52.3,12.4
"14863","DE2B6",51.57,10.42
"14864","DE2B7",51.2,12.97
"14865","DE2B9",49.6,8.17
"14866","DE2BA",50.88,14.73
"14867","DE2BB",53.53,10.73
"14868","DE2BC",51.63,13.77
"14869","DE2BD",52.77,12.77
"14870","DE2BE",51.38,10.28
"14871","DE2BF",51.87,9.5
"14872","DE2BG",50.47,10.43
"14873","DE2BH",49.77,10.08
"14874","DE2BI",49.2,10.72
"14875","DE2BJ",54.08,11.7
"14876","DE2BK",50.5,7.95
"14877","DE2BL",52.58,11.9
"14878","DE2BM",50.73,7.62
"14879","DE2BN",52.68,13.28
"14880","DE2BO",51.37,10.33
"14881","DE2BP",51.8,13.97
"14882","DE2BQ",47.65,12.95
"14883","DE2BR",52.42,11.97
"14884","DE2BS",53.22,13.93
"14885","DE2BT",50.4,11.7
"14886","DE2BU",50.23,6.28
"14887","DE2BV",53.48,9.57
"14888","DE2BW",48.63,10.63
"14889","DE2BX",53.2,14.15
"14890","DE2BY",54.02,10.32
"14891","DE2BZ",47.75,10.98
"14892","DE2DT",51.52,14.28
"14893","DE2GA",51.65,12
"14894","DE2GR",48,12.18
"14895","DE2HU",54.75,9.53
"14896","DE2KN",49.63,7.1
"14897","DE2MT",51.65,12.45
"14898","DE2OB",49.17,10.65
"14899","DE2PR",49.7,6.72
"14900","DE2RO",49.43,8.25
"14901","DE2SB",53.15,11.72
"14902","DE2SD",49.17,10.08
"14903","DE2SK",48.57,7.82
"14904","DE2SO",47.93,7.82
"14905","DE2ST",50.3,9.68
"14906","DE2TR",50.57,12.17
"14907","DE2TT",48.97,10.17
"14908","DE2WE",48.4,11.73
"14909","DE2WI",49.75,10.3
"14910","DE32B",54.6,9.42
"14911","DE32E",47.8,9.5
"14912","DE33C",52.37,9.28
"14913","DE34B",50.67,7.92
"14914","DE34H",49.13,8.3
"14915","DE35B",51.75,14.03
"14916","DE36B",52.52,11.93
"14917","DE36S",48.4,9.18
"14918","DE36T",50.3,11.37
"14919","DE37B",47.47,10.23
"14920","DE38B",53.68,12
"14921","DE38X",50.45,8.9
"14922","DE39B",53.12,12.28
"14923","DE39H",50.7,7.4
"14924","DE3AA",48.15,11.3
"14925","DE3AB",54.58,9.02
"14926","DE3AC",54.38,9.43
"14927","DE3AD",53.32,11.3
"14928","DE3AE",53.5,13.17
"14929","DE3AF",53.48,11.33
"14930","DE3AG",51.42,13.27
"14931","DE3AH",50.57,10.72
"14932","DE3AI",52.92,13.72
"14933","DE3AJ",51.25,11.57
"14934","DE3AK",52.02,13
"14935","DE3AL",49.2,7.37
"14936","DE3AM",52.7,14.27
"14937","DE3AN",52.13,13.95
"14938","DE3AO",54.37,10.05
"14939","DE3AP",49.8,8.05
"14940","DE3AQ",53.37,9.3
"14941","DE3AR",51.47,11.92
"14942","DE3AS",50.3,7.1
"14943","DE3AT",49.07,10.07
"14944","DE3AU",51.67,13.52
"14945","DE3AV",53.6,9.07
"14946","DE3AW",51.68,11.5
"14947","DE3AX",50.08,6.27
"14948","DE3AY",47.92,11.82
"14949","DE3AZ",48,12
"14950","DE3B4",50.4,10.88
"14951","DE3B6",51.13,12.88
"14952","DE3B7",52.37,11.23
"14953","DE3B8",53.1,12.23
"14954","DE3B9",53.93,12.65
"14955","DE3BA",53.6,7.32
"14956","DE3BB",53.7,13.45
"14957","DE3BC",50.23,7.87
"14958","DE3BD",51.33,12.57
"14959","DE3BE",48.05,8.97
"14960","DE3BF",51.62,13.2
"14961","DE3BG",47.72,11.42
"14962","DE3BH",49.87,7.93
"14963","DE3BI",52.15,11.72
"14964","DE3BJ",53.13,10.48
"14965","DE3BK",51.27,10.73
"14966","DE3BM",53.2,12.2
"14967","DE3BN",50.12,7.62
"14968","DE3BO",50.37,8
"14969","DE3BP",49.67,8.02
"14970","DE3BR",50.8,7.68
"14971","DE3BS",51.2,10.75
"14972","DE3BT",51.98,14.35
"14973","DE3BU",51.43,10.58
"14974","DE3BV",51.27,10.85
"14975","DE3BW",53.37,13.88
"14976","DE3BX",52.6,13.62
"14977","DE3BY",53.17,11.82
"14978","DE3BZ",49.28,8.23
"14979","DE3DD",49.15,9.72
"14980","DE3DV",47.92,11.3
"14981","DE3GG",47.7,11.22
"14982","DE3L4",52.52,13.67
"14983","DE3LE",50.28,7.45
"14984","DE3TH",50.87,11.67
"14985","DE3VM",54.2,12.88
"14986","DE42B",47.97,9.52
"14987","DE43B",52.03,14.65
"14988","DE44B",54.57,9.27
"14989","DE44C",48.8,13
"14990","DE45B",54.08,10.07
"14991","DE45H",53.23,7.57
"14992","DE45K",52.07,11.37
"14993","DE45T",49.07,7.97
"14994","DE46B",50.53,7.5
"14995","DE47B",49.68,6.77
"14996","DE48B",52.82,10.85
"14997","DE49B",50.3,6.83
"14998","DE49H",49.48,8.78
"14999","DE4AA",48.62,10.8
"15000","DE4AB",52.05,9.97
"15001","DE4AC",52.62,13.02
"15002","DE4AD",53.15,12.27
"15003","DE4AE",52.95,12.85
"15004","DE4AF",51.92,14.02
"15005","DE4AH",50.37,7.98
"15006","DE4AI",53.35,12.35
"15007","DE4AJ",52.77,11.18
"15008","DE4AK",48.45,12.17
"15009","DE4AL",52.97,13.8
"15010","DE4AM",53.03,13.2
"15011","DE4AN",50.02,6.4
"15012","DE4AO",49.78,12.27
"15013","DE4AP",49.43,11.75
"15014","DE4AQ",52.52,7.58
"15015","DE4AR",50.5,7.55
"15016","DE4AS",47.75,11.3
"15017","DE4AT",50.28,7.05
"15018","DE4AU",50.38,7.08
"15019","DE4AV",54.63,9.92
"15020","DE4AW",54.03,9.87
"15021","DE4AX",49.82,7.28
"15022","DE4AY",54.43,9.7
"15023","DE4AZ",49.38,12.65
"15024","DE4B2",53.58,11.1
"15025","DE4B4",50.68,11.62
"15026","DE4B5",51.08,13.27
"15027","DE4B6",50.32,6.85
"15028","DE4B7",51.63,9.57
"15029","DE4B8",51.4,10.22
"15030","DE4B9",51.6,10.13
"15031","DE4BA",50.53,8
"15032","DE4BB",53.35,10.87
"15033","DE4BC",50.08,6.77
"15034","DE4BD",54.37,13.5
"15035","DE4BE",52.93,11.78
"15036","DE4BF",51.48,11.4
"15037","DE4BG",47.72,11.95
"15038","DE4BH",49.52,10
"15039","DE4BI",49.32,7.48
"15040","DE4BJ",51.02,10.85
"15041","DE4BK",51.2,11.45
"15042","DE4BL",52.62,9.13
"15043","DE4BM",51.35,10.02
"15044","DE4BN",52.12,13.82
"15045","DE4BO",50.7,7.58
"15046","DE4BP",51.25,14.03
"15047","DE4BQ",54.18,10.12
"15048","DE4BR",49.17,12.82
"15049","DE4BS",53.35,12.92
"15050","DE4BT",49.57,7.4
"15051","DE4BU",54.28,10.65
"15052","DE4BV",53.78,11.13
"15053","DE4BW",51.35,13.68
"15054","DE4BX",53.12,14.3
"15055","DE4BY",51.68,12.27
"15056","DE4BZ",48.82,9.92
"15057","DE4FM",53.42,12.37
"15058","DE4GH",49.77,6.73
"15059","DE4GR",51.92,11.9
"15060","DE4HZ",51.03,9.4
"15061","DE4JK",49.68,7.78
"15062","DE4LR",50.55,7.1
"15063","DE4MO",48.73,9.15
"15064","DE4SL",50.1,8.1
"15065","DE4WS",51.58,11.8
"15066","DE52B",51.53,13.3
"15067","DE52Z",53.73,10.57
"15068","DE53A",53.72,10.63
"15069","DE53B",53.85,11.1
"15070","DE53C",53.75,10.58
"15071","DE53D",53.57,10.68
"15072","DE53E",53.78,10.65
"15073","DE53F",53.7,10.63
"15074","DE53G",53.75,10.63
"15075","DE53H",53.73,10.6
"15076","DE53I",53.57,10.63
"15077","DE53J",53.6,10.75
"15078","DE53L",53.58,10.55
"15079","DE53M",53.57,10.57
"15080","DE53N",53.58,10.63
"15081","DE53O",53.5,10.65
"15082","DE53P",53.53,10.7
"15083","DE53Q",53.55,10.78
"15084","DE53S",53.55,10.68
"15085","DE53T",53.5,10.73
"15086","DE53U",53.5,10.57
"15087","DE53V",53.53,10.63
"15088","DE53W",53.47,10.57
"15089","DE53X",53.52,10.62
"15090","DE53Y",53.57,10.6
"15091","DE53Z",53.45,10.62
"15092","DE54A",53.55,10.6
"15093","DE54B",50.05,7.03
