"","label","latitude","longitude"
"31265","FRBUM",49.18,6.5
"31266","FRBUN",50.42,1.9
"31267","FRBUO",43.75,7.42
"31268","FRBUP",48,3.62
"31269","FRBUQ",46.9,2.62
"31270","FRBUR",49.78,1.33
"31271","FRBUT",48.77,0.82
"31272","FRBUU",49.08,4.35
"31273","FRBUV",48.43,2.27
"31274","FRBUW",49.6,5.38
"31275","FRBUX",46.72,4.7
"31276","FRBUZ",48.02,-1.75
"31277","FRBV2",46.52,4.25
"31278","FRBV4",49.38,0.62
"31279","FRBV5",48.93,3.28
"31280","FRBV6",48.5,6.75
"31281","FRBV7",47.2,0.18
"31282","FRBV8",46.78,-1.43
"31283","FRBV9",45.23,5.8
"31284","FRBVA",49.43,2.08
"31285","FRBVB",46.73,4.68
"31286","FRBVC",48.43,1.72
"31287","FRBVD",48.67,2.28
"31288","FRBVE",45.15,1.53
"31289","FRBVF",48.8,4.67
"31290","FRBVG",50.38,3.5
"31291","FRBVH",43.68,1.48
"31292","FRBVI",46.78,-1.43
"31293","FRBVJ",48.5,1.87
"31294","FRBVK",43.72,4.32
"31295","FRBVL",49.35,2.43
"31296","FRBVM",49.07,-1.58
"31297","FRBVN",50.58,3.18
"31298","FRBVO",46.92,5.37
"31299","FRBVP",43.82,5.3
"31300","FRBVQ",49.37,0.38
"31301","FRBVR",50,3.3
"31302","FRBVS",46.12,-0.48
"31303","FRBVT",46.12,1.63
"31304","FRBVU",49.2,-0.52
"31305","FRBVV",43.75,-1.33
"31306","FRBVW",48.73,-3.13
"31307","FRBVX",47.73,3.65
"31308","FRBVY",45.05,3.98
"31309","FRBVZ",44.08,4.37
"31310","FRBWC",48.13,0.57
"31311","FRBWG",48.15,7.32
"31312","FRBWI",47.87,7.25
"31313","FRBWL",48.45,7.47
"31314","FRBWN",50.8,2.7
"31315","FRBWO",47.97,0.55
"31316","FRBWP",48.43,2.3
"31317","FRBWU",47.7,2.95
"31318","FRBWV",45.4,5.38
"31319","FRBWY",50.28,3.78
"31320","FRBX2",50.83,2.32
"31321","FRBX8",44.58,5.13
"31322","FRBX9",45.83,-0.47
"31323","FRBXA",44.4,0.67
"31324","FRBXB",44.87,4.97
"31325","FRBXD",47.48,6.77
"31326","FRBXE",48.12,4.45
"31327","FRBXG",49.08,2.87
"31328","FRBXH",43.62,1.25
"31329","FRBXI",47.93,-1.53
"31330","FRBXJ",47.58,4.65
"31331","FRBXL",46.12,1.05
"31332","FRBXM",46.47,2.97
"31333","FRBXN",45.83,5.1
"31334","FRBXO",44.28,4.73
"31335","FRBXQ",43.5,-0.85
"31336","FRBXR",48.5,5.35
"31337","FRBXS",42.75,2.82
"31338","FRBXT",42.9,1.93
"31339","FRBXU",43.82,-0.85
"31340","FRBXV",48.88,2.63
"31341","FRBXW",47.15,-0.93
"31342","FRBXX",47.72,7.32
"31343","FRBXY",48.73,-1.17
"31344","FRBXZ",43.77,4
"31345","FRBY2",46.82,4.97
"31346","FRBY3",47.15,2.13
"31347","FRBY4",44.83,1.15
"31348","FRBY5",48.22,3.88
"31349","FRBY6",48.83,2.82
"31350","FRBY7",48.85,1.87
"31351","FRBY8",50.38,2.03
"31352","FRBY9",49.15,-0.93
"31353","FRBYA",45.07,-0.2
"31354","FRBYB",45.85,4.58
"31355","FRBYC",49.12,5.3
"31356","FRBYE",45.13,-0.67
"31357","FRBYG",44.68,0.17
"31358","FRBYH",49.3,2.33
"31359","FRBYI",48.85,2.08
"31360","FRBYJ",46.87,4.28
"31361","FRBYK",45.12,5.33
"31362","FRBYL",48.2,4.78
"31363","FRBYM",48.83,2.52
"31364","FRBYN",49.08,1.18
"31365","FRBYO",49.15,2.33
"31366","FRBYP",47.93,1.77
"31367","FRBYQ",47.83,2.37
"31368","FRBYR",42.95,0.38
"31369","FRBYS",48.12,2.37
"31370","FRBYT",46.25,3.27
"31371","FRBYU",49.13,1.65
"31372","FRBYV",48.77,2.13
"31373","FRBYW",48.4,3.13
"31374","FRBYX",49.28,-0.7
"31375","FRBYY",48.55,2.2
"31376","FRBYZ",45.85,5.25
"31377","FRBZ2",49.02,3.23
"31378","FRBZ3",43.88,4.48
"31379","FRBZ4",43.2,0.12
"31380","FRBZ5",46.37,5.05
"31381","FRBZ6",43.27,3.38
"31382","FRBZ7",45.55,5.93
"31383","FRBZ8",49.08,4.15
"31384","FRBZ9",49.7,4.7
"31385","FRBZA",45.87,-0.35
"31386","FRBZC",46.87,1.42
"31387","FRBZD",48.22,-0.82
"31388","FRBZE",48.8,1.67
"31389","FRBZF",46.98,0.92
"31390","FRBZG",42.6,2.9
"31391","FRBZH",47.38,3.78
"31392","FRBZI",47.68,-3.17
"31393","FRBZJ",46.93,5.68
"31394","FRBZK",48.75,1.05
"31395","FRBZL",44.47,2.72
"31396","FRBZM",43.7,7.33
"31397","FRBZN",43.4,2.97
"31398","FRBZO",48.93,2.22
"31399","FRBZP",48.42,-1.58
"31400","FRBZQ",48.68,1.07
"31401","FRBZR",43.35,3.22
"31402","FRBZS",44.43,-0.22
"31403","FRBZT",43.17,2.88
"31404","FRBZU",49.3,1.7
"31405","FRBZV",49.3,6.53
"31406","FRBZW",45.75,3.1
"31407","FRBZX",49.17,5.7
"31408","FRBZY",46.7,4.38
"31409","FRBZZ",48.3,5.67
"31410","FRC22",47.87,4.5
"31411","FRC23",46.2,1.75
"31412","FRC24",44.78,0.55
"31413","FRC25",47.02,5.93
"31414","FRC26",45.07,4.92
"31415","FRC29",48.07,-3.83
"31416","FRC2A",44.25,3.97
"31417","FRC2B",44.12,5.15
"31418","FRC2C",45.8,0.55
"31419","FRC2D",48.03,6.03
"31420","FRC2E",43.75,1.43
"31421","FRC2F",47.33,-1.05
"31422","FRC2H",48.83,-1.6
"31423","FRC2I",49.27,2.07
"31424","FRC2L",45.77,6.22
"31425","FRC2M",48.65,5.9
"31426","FRC2P",41.37,9.18
"31427","FRC2Q",50.65,2.28
"31428","FRC2R",50.1,3.25
"31429","FRC2S",43.55,3.72
"31430","FRC2T",47.38,0.22
"31431","FRC2V",48.73,1.67
"31432","FRC2X",49.13,1.85
"31433","FRC2Y",49.52,3.32
"31434","FRC33",42.92,2.97
"31435","FRC36",47.88,-4.15
"31436","FRC37",45.92,3.18
"31437","FRC38",44.98,5.58
"31438","FRC3A",49.1,5.07
"31439","FRC3B",43.1,0.87
"31440","FRC3G",47.2,1
"31441","FRC3H",44.68,5.47
"31442","FRC3L",49.52,3.58
"31443","FRC3M",45.35,-0.27
"31444","FRC3N",47.53,-0.57
"31445","FRC3R",47.55,0.83
"31446","FRC3S",48.57,2.03
"31447","FRC3T",49.73,2.15
"31448","FRC3V",44,4.25
"31449","FRC3X",45.87,1.23
"31450","FRC3Y",48.53,5.97
"31451","FRC45",48.05,2.53
"31452","FRC49",47.5,-0.3
"31453","FRC4A",49.03,0.1
"31454","FRC4B",46.17,-0.3
"31455","FRC4G",45.87,3.95
"31456","FRC4H",46.43,1.3
"31457","FRC4L",46.8,5.45
"31458","FRC4M",48.17,-2.83
"31459","FRC4R",45.17,1.38
"31460","FRC4S",49.27,5.18
"31461","FRC4T",47.78,1.13
"31462","FRC4V",46.77,0.53
"31463","FRC4Z",45.23,1.7
"31464","FRC53",48.32,-0.75
"31465","FRC56",48.62,-1.05
"31466","FRC59",50.08,3.4
"31467","FRC5A",45.97,5.22
"31468","FRC5C",49.33,2.25
"31469","FRC5D",49.22,0.28
"31470","FRC5H",49.65,3.38
"31471","FRC5M",46.33,2.7
"31472","FRC5N",47.6,4.3
"31473","FRC5P",47.63,-1.05
"31474","FRC5R",48,3.87
"31475","FRC5T",43.9,4.95
"31476","FRC5U",47.97,1.97
"31477","FRC5X",48.93,4.35
"31478","FRC62",50.22,2.72
"31479","FRC65",43.02,0.17
"31480","FRC66",42.75,2.95
"31481","FRC69",45.9,4.67
"31482","FRC6G",45.35,3.67
"31483","FRC6I",43.5,-0.83
"31484","FRC6L",47.18,4.65
"31485","FRC6M",48.42,7.13
"31486","FRC6N",44.38,5.23
"31487","FRC6R",47.87,-2.32
"31488","FRC6S",44.37,4.8
"31489","FRC6T",45.53,5.1
"31490","FRC6U",46.67,2.92
"31491","FRC6W",43.77,4.17
"31492","FRC6X",46.42,-0.35
"31493","FRC77",48.5,2.85
"31494","FRC7C",43.82,4.27
"31495","FRC7D",46.27,5.08
"31496","FRC7G",47.88,-2.6
"31497","FRC7H",45.17,0.7
"31498","FRC7L",47.8,6.2
"31499","FRC7M",47.48,-2.4
"31500","FRC7N",43.53,-0.17
"31501","FRC7R",45.77,5.75
"31502","FRC7S",48.37,2.98
"31503","FRC7U",46.17,5.57
"31504","FRC7V",47.62,5.17
"31505","FRC7Y",47.28,2.12
"31506","FRC82",46.88,2.3
"31507","FRC85",46.82,-1.27
"31508","FRC89",48.32,3.1
"31509","FRC8B",48.42,4.17
"31510","FRC8C",45.13,0.63
"31511","FRC8D",50.42,2.28
"31512","FRC8H",45.1,4.8
"31513","FRC8L",43.75,-0.32
"31514","FRC8M",43.03,1.97
"31515","FRC8R",43.1,0.62
"31516","FRC8S",47.77,3.85
"31517","FRC8T",48.9,5.52
"31518","FRC8U",46.27,2.33
"31519","FRC8X",46.38,4.95
"31520","FRC99",48.5,1.95
"31521","FRC9C",49.8,2.38
"31522","FRC9G",49.78,4.08
"31523","FRC9H",45.3,4.82
"31524","FRC9L",45.97,5.25
"31525","FRC9M",49.05,4.18
"31526","FRC9R",48.15,1.05
"31527","FRC9S",45.45,4.8
"31528","FRC9T",47.73,6.4
"31529","FRC9U",47.62,0.35
"31530","FRC9Y",46.38,5.35
"31531","FRC9Z",43.42,3.03
"31532","FRCA2",43.25,3
"31533","FRCA3",43.98,4.05
"31534","FRCA4",47.82,1.75
"31535","FRCA6",44.68,-0.33
"31536","FRCA7",50.52,2.98
"31537","FRCA8",44.58,-0.1
"31538","FRCA9",47.35,2.82
"31539","FRCAA",46.85,-1.88
"31540","FRCAB",43.87,4.95
"31541","FRCAC",44.83,1.25
"31542","FRCAD",42.82,2.38
"31543","FRCAE",50.75,2.6
"31544","FRCAF",50.83,1.8
"31545","FRCAG",47.27,-0.45
"31546","FRCAH",47.33,4.43
"31547","FRCAI",45.87,0.72
"31548","FRCAJ",43.93,4.27
"31549","FRCAK",43.38,3.47
"31550","FRCAL",45.8,4.85
"31551","FRCAM",48.28,-4.6
"31552","FRCAN",46.25,4.75
"31553","FRCAO",47.35,-0.75
"31554","FRCAP",44.55,2.07
"31555","FRCAQ",49.88,2.35
"31556","FRCAR",44.1,6
"31557","FRCAS",43.6,2.23
"31558","FRCAT",47.67,-1.83
"31559","FRCAU",44.85,-0.62
"31560","FRCAV",43.83,5.03
"31561","FRCAW",49.28,-0.12
"31562","FRCAX",43.6,-0.05
"31563","FRCAY",50.18,1.48
"31564","FRCAZ",47.62,6.08
"31565","FRCB2",47.5,1.25
"31566","FRCB3",49.15,0.03
"31567","FRCB4",47.33,5.9
"31568","FRCB6",42.5,2.12
"31569","FRCB7",46.3,4.32
"31570","FRCB8",43.9,4.47
"31571","FRCB9",46.17,4.28
"31572","FRCBA",45.67,4.9
"31573","FRCBB",45.77,4.73
"31574","FRCBC",44.88,-0.5
"31575","FRCBD",47.72,-1.38
"31576","FRCBE",45.82,0.45
"31577","FRCBF",43.8,5.05
"31578","FRCBG",48.82,2.65
"31579","FRCBH",45.7,4.18
"31580","FRCBI",49.92,2.5
"31581","FRCBJ",43.05,1.98
"31582","FRCBK",48.32,1.07
"31583","FRCBL",48.58,4.42
"31584","FRCBM",47.27,-1.33
"31585","FRCBN",47.25,3.65
"31586","FRCBO",49.2,-0.3
"31587","FRCBP",43.38,-1.67
"31588","FRCBQ",45.67,-0.33
"31589","FRCBR",46.48,0.18
"31590","FRCBS",43.37,-1.4
"31591","FRCBT",43.63,-1.43
"31592","FRCBU",48.42,-1.75
"31593","FRCBV",49.78,0.63
"31594","FRCBX",43.43,5.38
"31595","FRCBY",49.15,2.25
"31596","FRCBZ",46,1.13
"31597","FRCC2",43.92,4.08
"31598","FRCC3",43.18,2.72
"31599","FRCC4",46.88,4.7
"31600","FRCC5",45.37,0.45
"31601","FRCC7",46.52,4.73
"31602","FRCC8",47.27,1.5
"31603","FRCC9",43.53,0.17
"31604","FRCCA",45.13,1.58
"31605","FRCCB",50.1,3.53
"31606","FRCCC",48.85,2.92
"31607","FRCCD",45.22,-0.83
"31608","FRCCE",47.22,-0.07
"31609","FRCCF",43.22,2.35
"31610","FRCCG",48.42,-0.42
"31611","FRCCH",48.9,2.3
"31612","FRCCI",44.17,0.68
"31613","FRCCJ",44.8,0.5
"31614","FRCCK",44.7,-0.23
"31615","FRCCL",47.4,2.92
"31616","FRCCM",44.73,0.03
"31617","FRCCN",44.63,-0.33
"31618","FRCCO",48.72,2.67
"31619","FRCCP",44.97,-0.45
"31620","FRCCQ",46.75,5.63
"31621","FRCCR",47.72,-0.02
"31622","FRCCS",46.57,5.75
"31623","FRCCT",46.87,3.65
"31624","FRCCU",44.78,-0.45
"31625","FRCCV",48.55,2.25
"31626","FRCCW",44,7.15
"31627","FRCCX",48.17,6.88
"31628","FRCCY",47.45,3.52
"31629","FRCCZ",49.1,6.4
"31630","FRCD2",44.83,-0.08
"31631","FRCD3",43.78,-0.67
"31632","FRCD4",43.38,5.55
"31633","FRCD5",47.18,0.05
"31634","FRCD6",48.23,-3.67
"31635","FRCD7",48.03,1.47
"31636","FRCD9",48.55,-1.92
"31637","FRCDA",46.05,-0.93
"31638","FRCDB",48.05,-1.7
"31639","FRCDC",46.72,2.63
"31640","FRCDD",46.48,-0.4
"31641","FRCDE",45.93,6.72
"31642","FRCDF",48.18,-3.82
"31643","FRCDH",44.55,-0.15
"31644","FRCDI",49.48,5.7
"31645","FRCDJ",47.93,0.42
"31646","FRCDK",47.63,-2.28
"31647","FRCDL",47.7,0.42
"31648","FRCDM",50.65,3.05
"31649","FRCDN",43.73,5.37
"31650","FRCDO",43.73,4.23
"31651","FRCDP",44.05,4.83
"31652","FRCDQ",44.58,2.07
"31653","FRCDR",47.8,5.43
"31654","FRCDS",43.78,1.37
"31655","FRCDT",45.65,4.05
"31656","FRCDU",43.97,4.55
"31657","FRCDV",45.8,1.23
"31658","FRCDW",45.08,5.72
"31659","FRCDX",43.18,2.55
"31660","FRCDY",50.13,3.42
"31661","FRCDZ",47.63,2.37
"31662","FRCE2",47.27,1.18
"31663","FRCE3",47.12,2.1
"31664","FRCE4",43.4,6.03
"31665","FRCE5",48.07,4.13
"31666","FRCE6",45.6,-0.37
"31667","FRCE7",48.38,0.83
"31668","FRCE8",46.7,2.37
"31669","FRCEA",44.75,-0.68
"31670","FRCEC",49.52,0.72
"31671","FRCED",44.27,1.37
"31672","FRCEE",48.12,-1.6
"31673","FRCEF",49.27,1.03
"31674","FRCEG",48.83,2.67
"31675","FRCEH",46.62,-0.92
"31676","FRCEI",48.27,7.4
"31677","FRCEJ",49.17,5.85
"31678","FRCEK",48.43,-3.47
"31679","FRCEL",46.23,3.13
"31680","FRCEM",46.65,0.13
"31681","FRCEN",48.95,6.13
"31682","FRCEO",44.85,-0.53
"31683","FRCEQ",43.55,7.02
"31684","FRCER",49.63,-1.62
"31685","FRCES",47.48,6.3
"31686","FRCET",47.07,-0.88
"31687","FRCEU",43.38,5.17
"31688","FRCEV",49.23,2.9
"31689","FRCEW",45.52,4.53
"31690","FRCEX",48.57,2.6
"31691","FRCEY",49.37,2.52
"31692","FRCEZ",48.88,2.6
"31693","FRCF2",43.45,1.43
"31694","FRCF3",48.97,2.85
"31695","FRCF4",49.15,2.47
"31696","FRCF5",45.63,4
"31697","FRCF6",48.73,2.1
"31698","FRCF9",45.85,4.87
"31699","FRCFA",48.4,-3.43
"31700","FRCFB",46.1,-0.07
"31701","FRCFC",45.6,-0.05
"31702","FRCFD",44.97,-0.37
"31703","FRCFE",45.77,3.08
"31704","FRCFF",48.82,3.18
"31705","FRCFG",43.47,5.55
"31706","FRCFH",46.87,2.32
"31707","FRCFI",45.02,4.93
"31708","FRCFK",43.82,1.75
"31709","FRCFL",46.02,0.67
"31710","FRCFM",49.67,3.95
"31711","FRCFN",47.23,5.07
"31712","FRCFO",45.42,0.32
"31713","FRCFQ",45.13,-0.67
"31714","FRCFR",49.18,-0.37
"31715","FRCFS",47.68,-0.48
"31716","FRCFT",48.58,1.25
"31717","FRCFU",49.38,-1.33
"31718","FRCFV",47.28,4.92
"31719","FRCFX",44.48,4.72
"31720","FRCFY",49.32,2.45
"31721","FRCFZ",48.18,-1.73
"31722","FRCG3",42.13,8.58
"31723","FRCG4",45.97,5.3
"31724","FRCG5",49.32,4.75
"31725","FRCG6",46,1.27
"31726","FRCG7",47.85,-3.38
"31727","FRCG8",45.1,5.72
"31728","FRCG9",42.92,2.2
"31729","FRCGB",44.78,-0.48
"31730","FRCGC",47.08,4.92
"31731","FRCGD",46.72,-0.9
"31732","FRCGE",48.05,-1.78
"31733","FRCGF",48.05,-2.98
"31734","FRCGG",45.1,-0.38
"31735","FRCGH",44.53,6.27
"31736","FRCGI",49.37,2.4
"31737","FRCGJ",48.47,-1.37
"31738","FRCGL",49.15,6.7
"31739","FRCGM",44.5,0.67
"31740","FRCGN",49.63,5.17
"31741","FRCGO",47.83,-0.7
"31742","FRCGP",46.9,-1.25
"31743","FRCGQ",47.98,0.28
"31744","FRCGR",51,2.35
"31745","FRCGS",48.73,1.9
"31746","FRCGT",45,5.08
"31747","FRCGU",47.78,3.77
"31748","FRCGV",45.9,6.1
"31749","FRCGX",49.15,-0.25
"31750","FRCGY",46.92,4.75
"31751","FRCGZ",44.78,0.37
"31752","FRCH2",47.23,4.9
"31753","FRCH3",47.45,0.87
"31754","FRCH4",43.33,2.72
"31755","FRCH5",48.13,4.68
"31756","FRCH6",46.02,4.5
"31757","FRCH7",47.02,5.72
"31758","FRCH8",44.57,3.52
"31759","FRCH9",47.72,1.25
"31760","FRCHA",48.45,1.48
"31761","FRCHB",47.25,1.65
"31762","FRCHC",45.75,5.15
"31763","FRCHD",47.6,1.52
"31764","FRCHE",47.9,2.02
"31765","FRCHF",46.93,4.63
"31766","FRCHH",44.6,6.52
"31767","FRCHI",45.75,4.97
"31768","FRCHJ",45.7,0.95
"31769","FRCHK",48.77,2.27
"31770","FRCHL",46.8,0.53
"31771","FRCHM",49.77,4.72
"31772","FRCHN",49.82,2.8
"31773","FRCHO",48.77,2.42
"31774","FRCHP",48.4,2.8
"31775","FRCHQ",50.55,2.57
"31776","FRCHR",46.82,1.68
"31777","FRCHS",48.73,6.17
"31778","FRCHT",48.35,1.88
"31779","FRCHU",46.43,4.6
"31780","FRCHV",43.72,5.25
"31781","FRCHW",45.65,0.98
"31782","FRCHX",45.43,4.38
"31783","FRCHY",49.62,3.22
"31784","FRCHZ",45.87,5.22
"31785","FRCI3",49.67,-1.45
"31786","FRCI5",49.98,1.83
"31787","FRCI7",46.88,5.05
"31788","FRCI8",48.6,5.05
"31789","FRCIA",49.43,2.88
"31790","FRCIB",46.73,3.18
"31791","FRCIC",46.97,2.15
"31792","FRCID",48.22,-0.88
"31793","FRCIE",47.22,-0.73
"31794","FRCIG",47.03,0.33
"31795","FRCIH",47.5,4.67
"31796","FRCII",47.33,1.13
"31797","FRCIJ",43.67,4.23
"31798","FRCIK",46.65,0.25
"31799","FRCIL",48.8,2.3
"31800","FRCIM",45.58,5.6
"31801","FRCIN",46.47,3.12
"31802","FRCIO",49.27,2.37
"31803","FRCIP",49.53,2.95
"31804","FRCIQ",48.75,1.43
"31805","FRCIR",45.87,4.6
"31806","FRCIS",46.2,4.33
"31807","FRCIT",47.97,6.83
"31808","FRCIU",48.65,0.18
"31809","FRCIV",46.15,0.28
"31810","FRCIW",45.57,5.37
"31811","FRCIX",47.9,-1.53
"31812","FRCIY",45.98,6.03
"31813","FRCIZ",42.95,2.25
"31814","FRCJ9",48.88,3.85
"31815","FRCJA",45.78,3.07
"31816","FRCJB",49.02,7.85
"31817","FRCJC",44.75,-0.53
"31818","FRCJE",48.08,4.4
"31819","FRCJH",46.28,-1.1
"31820","FRCJI",47.65,6.02
"31821","FRCJJ",44.58,4.53
"31822","FRCJK",47.9,6.33
"31823","FRCJL",43.18,2.78
"31824","FRCJN",47.18,0.05
"31825","FRCJO",48.05,2.72
"31826","FRCJP",45.53,6.13
"31827","FRCJQ",43.93,-0.23
"31828","FRCJR",44.48,1.85
"31829","FRCJS",43.82,7.32
"31830","FRCJT",46.3,3.22
"31831","FRCJU",47.03,5.82
"31832","FRCJV",47.27,4.48
"31833","FRCJX",44.3,0.08
"31834","FRCJY",46.45,0.67
"31835","FRCKA",45.08,-1.05
"31836","FRCKB",49.1,0.88
"31837","FRCKH",46.2,-0.07
"31838","FRCKI",50.17,3.3
"31839","FRCKL",47.83,5.37
"31840","FRCKN",44.47,3.33
"31841","FRCKQ",51,2.42
"31842","FRCKR",47.47,1.63
"31843","FRCKV",44.63,-0.07
"31844","FRCKY",48.68,-1.85
"31845","FRCL2",49.5,0.42
"31846","FRCL3",46.42,4.82
"31847","FRCL4",47.73,0.58
"31848","FRCL5",46.28,4.72
"31849","FRCL6",43.72,0.98
"31850","FRCL7",47.15,0.93
"31851","FRCL8",47.33,-0.7
"31852","FRCL9",48.22,-2
"31853","FRCLA",48.8,2.27
"31854","FRCLB",48.92,2.25
"31855","FRCLC",45.18,-0.22
"31856","FRCLD",48.83,2.18
"31857","FRCLE",49.32,1.03
"31858","FRCLF",45.72,1.62
"31859","FRCLG",49.6,2.08
"31860","FRCLH",43.62,3.43
"31861","FRCLI",48.82,3.08
"31862","FRCLJ",47.17,5.07
"31863","FRCLK",43.85,3.88
"31864","FRCLL",49.18,2.47
"31865","FRCLM",45.82,4.83
"31866","FRCLN",44.62,4.93
"31867","FRCLO",47.08,-1.28
"31868","FRCLP",47.82,7.55
"31869","FRCLQ",46.03,4.8
"31870","FRCLR",46.78,4.8
"31871","FRCLS",49.35,3.02
"31872","FRCLT",45.98,4.52
"31873","FRCLU",46.05,6.57
"31874","FRCLV",48.67,2.55
"31875","FRCLW",45.4,5.47
"31876","FRCLX",49.43,2.82
"31877","FRCLY",42.57,8.75
"31878","FRCLZ",45.42,4.8
"31879","FRCM2",49.02,3.63
"31880","FRCM3",45.53,-0.22
"31881","FRCM4",48.97,3.28
"31882","FRCM6",46,1.6
"31883","FRCM7",45.8,-0.4
"31884","FRCM8",50.4,2.87
"31885","FRCM9",45.65,0.85
"31886","FRCMA",43.82,2.87
"31887","FRCMB",50.18,3.23
"31888","FRCMC",47.02,5.15
"31889","FRCMD",45.03,-0.8
"31890","FRCME",43.67,7.15
"31891","FRCMF",45.57,5.92
"31892","FRCMG",47.18,4.95
"31893","FRCMH",44.87,4.83
"31894","FRCMI",46.17,3.4
"31895","FRCMJ",48.52,2.43
"31896","FRCMK",47.78,4.53
"31897","FRCML",46.82,4.83
"31898","FRCMM",46.28,2.73
"31899","FRCMN",50.77,3
"31900","FRCMO",46.53,0.1
"31901","FRCMP",49.42,2.82
"31902","FRCMQ",48.7,2.27
"31903","FRCMR",48.08,7.35
"31904","FRCMT",48.12,5.13
"31905","FRCMU",48.5,-2.6
"31906","FRCMV",43.33,2.52
"31907","FRCMW",47.22,5.9
"31908","FRCMX",44.05,2.15
"31909","FRCMY",48.77,5.58
"31910","FRCMZ",48.83,4.52
"31911","FRCN2",45.95,5.82
"31912","FRCN3",43.23,3.07
"31913","FRCN4",45.33,4.75
"31914","FRCN7",44.13,0.43
"31915","FRCN8",46.4,2.92
"31916","FRCN9",45.35,5.53
"31917","FRCNA",46.22,4.72
"31918","FRCNB",47,-1.58
"31919","FRCNC",45.03,-0.65
"31920","FRCND",47.98,-1.58
"31921","FRCNE",48.72,2.47
"31922","FRCNF",48.28,-2.15
"31923","FRCNG",45.7,-0.33
"31924","FRCNH",46.98,1.17
"31925","FRCNI",45.72,0.2
"31926","FRCNJ",48.1,-0.78
"31927","FRCNK",43.23,2.85
"31928","FRCNL",49.38,2.72
"31929","FRCNM",48.13,6.6
"31930","FRCNN",46.1,4.85
"31931","FRCNO",46.68,-1.05
"31932","FRCNP",48.82,2.4
"31933","FRCNQ",43.85,1.28
"31934","FRCNR",48.05,0.5
"31935","FRCNS",47.85,4.55
"31936","FRCNT",46.13,5.27
"31937","FRCNU",45.47,4.77
"31938","FRCNV",47.28,5
"31939","FRCNW",46.12,4.3
"31940","FRCNX",47.97,0.9
"31941","FRCNZ",45.8,5.78
"31942","FRCO2",47.47,-0.35
"31943","FRCO3",43.53,6.15
"31944","FRCO4",48.08,-1.3
"31945","FRCO5",48.77,0.3
"31946","FRCO6",43.1,0.43
"31947","FRCO7",45.05,4.3
"31948","FRCO8",45.68,3.08
"31949","FRCO9",47.7,-1.03
"31950","FRCOA",45.75,3.22
"31951","FRCOB",45.43,5
"31952","FRCOC",47.88,-3.92
"31953","FRCOD",43.95,0.37
"31954","FRCOE",48.6,2.48
"31955","FRCOF",47.22,5.82
"31956","FRCOG",45.57,5.9
"31957","FRCOH",48.43,0.03
"31958","FRCOI",48.88,-1.57
"31959","FRCOJ",45.8,4.78
"31960","FRCOK",51.03,2.4
"31961","FRCOL",46.97,-1.58
"31962","FRCOM",47.1,4.92
"31963","FRCON",47.73,6.05
"31964","FRCOO",43.62,1.33
"31965","FRCOP",45.43,5.42
"31966","FRCOQ",46.47,5.28
"31967","FRCOR",50.33,3.05
"31968","FRCOS",43.77,7.2
"31969","FRCOT",49.05,-1.45
"31970","FRCOU",43.48,4.9
"31971","FRCOV",49.05,-1.03
"31972","FRCOW",47.57,0.35
"31973","FRCOX",47.43,6.93
"31974","FRCOY",49.03,4.02
"31975","FRCOZ",43.4,5.02
"31976","FRCP2",45.08,3.95
"31977","FRCP3",50.65,2.97
"31978","FRCP4",48.87,2.93
"31979","FRCP5",49.62,3.15
"31980","FRCP6",43.88,-0.8
"31981","FRCP7",48.97,1.93
"31982","FRCP8",49.52,3.02
"31983","FRCP9",46.05,3.08
"31984","FRCPB",48.7,-0.63
"31985","FRCPC",45.07,3.73
"31986","FRCPD",43.85,0
"31987","FRCPE",45.75,3.53
"31988","FRCPF",46.2,5.8
"31989","FRCPG",46.75,5.92
"31990","FRCPH",47.62,7.22
"31991","FRCPI",45.45,5.28
"31992","FRCPJ",43.48,-0.05
"31993","FRCPK",43.15,0.38
"31994","FRCPL",46.55,2.12
"31995","FRCPM",45.98,0.42
"31996","FRCPN",42.78,2.78
"31997","FRCPO",48.98,2.2
"31998","FRCPP",47.18,-1.33
"31999","FRCPQ",45.62,4.93
"32000","FRCPR",43.83,3.18
"32001","FRCPS",43.9,1.33
"32002","FRCPU",46.93,4.75
"32003","FRCPV",47.75,2.97
"32004","FRCPX",48.73,-1.53
"32005","FRCPY",48.8,2.5
"32006","FRCPZ",43.32,3.03
"32007","FRCQ2",48.05,2.7
"32008","FRCQ3",48.15,-1.32
"32009","FRCQ6",43.53,-0.37
"32010","FRCQ8",46.48,-0.75
"32011","FRCQA",47.85,-0.95
"32012","FRCQB",46.98,4.9
"32013","FRCQC",43.52,2.32
"32014","FRCQD",47.85,5.93
"32015","FRCQE",43.32,-0.55
"32016","FRCQF",50.95,1.85
"32017","FRCQG",44.45,0.2
"32018","FRCQH",43.27,0.23
"32019","FRCQI",43.08,6.08
"32020","FRCQK",43.25,6.53
"32021","FRCQL",49.18,-0.25
"32022","FRCQM",49.6,3.65
"32023","FRCQN",48.15,2.7
"32024","FRCQO",49.2,0.22
"32025","FRCQP",47.35,0.47
"32026","FRCQQ",44.78,0.13
"32027","FRCQR",43.18,2.82
"32028","FRCQS",50.93,1.8
"32029","FRCQT",49.18,-0.45
"32030","FRCQU",47.28,-1.48
"32031","FRCQV",47.22,6.82
"32032","FRCQW",44.6,2.4
